mpid	log(PF_p*10^9)	mean_Number
mp-755357	6.123851641	20.83333333
mp-34081	6.212187604	14.33333333
mp-675871	7.11058971	31.83333333
mp-2940	6.164352856	19.66666667
mp-546125	6.220108088	14.33333333
mp-5884	6.173186268	19.33333333
mp-770950	5.475671188	22.85714286
mp-5840	6.582063363	10
mp-639705	6.212187604	10
mp-570140	6.87909588	57
mp-600016	5.859138297	10
mp-5132	6.604226053	14.33333333
mp-4609	6.836324116	19.66666667
mp-32780	6.996511672	48
mp-14836	6.993876915	26.375
mp-676665	7.187520721	25.9
mp-755781	6.190331698	23
mp-15016	7.012837225	26.625
mp-19247	6.309630167	12.66666667
mp-19169	6.214843848	19
mp-19121	6.247973266	20
mp-18784	6.252853031	20.16666667
mp-18960	6.264817823	20.5
mp-16587	6.238046103	24.75
mp-19023	6.214843848	21
mp-16159	5.914871818	23
mp-14835	5.943988875	23.25
mp-4820	6.826074803	14.33333333
mp-4200	6.84509804	11.33333333
mp-5836	6.948412966	22.66666667
mp-4624	6.92890769	18.33333333
mp-8615	6.860338007	13
mp-23215	7.195899652	31.6
mp-559539	6.103803721	19.63636364
mp-23583	6.592176757	31
mp-23160	7.336459734	46
mp-754204	7.290034611	20.75
mp-5088	7.31386722	22.75
mp-560528	6.995635195	14.61538462
mp-11051	7.507855872	30.5
mp-21526	7.149219113	50.5
mp-542374	7.041392685	34.5
mp-11055	6.684845362	52.5
mp-866482	6.62838893	34.5
mp-677095	5.738780558	16.7
mp-677573	5.503790683	13.5
mp-752581	5.943494516	25.71428571
mp-531600	6.301029996	21.41176471
mp-1267	6.264817823	8.5
mp-647579	5.711807229	33.33333333
mp-562920	5.540329475	14.4
mp-27161	5.705007959	45.33333333
mp-570106	5.839478047	21.09090909
mp-28018	5.733999287	3.142857143
mp-697135	5.736396502	6
mp-243	6.100370545	12.5
mp-19050	6.439332694	13.85714286
mp-5036	6.918554531	24.5
mp-19507	6.041392685	16.61538462
mp-560608	6.791690649	33.28
mp-560835	7.045322979	42.96
mp-560571	6.434568904	22.66666667
mp-561194	6.834420704	32.08
mp-706235	6.390935107	13.8
mp-706292	6.056904851	19.5
mp-556437	7.06069784	34.88
mp-686571	5.10720997	12.0952381
mp-677015	4.953759692	19.91666667
mp-729560	5.11058971	16.5
mp-759382	6.509202522	14.35555556
mp-767392	6.596597096	12.65306122
mp-767393	6.517195898	11.34246575
mp-767498	6.204119983	12.37681159
mp-22430	6.5289167	20
mp-571195	6.173186268	41
mp-19957	6.278753601	16.75
mp-5073	4.736396502	13.6
mp-756639	6.645422269	11.11111111
mp-777553	5.972202838	10.83333333
mp-775155	5.806179974	8.272727273
mp-757917	5.86332286	14
mp-759069	5.51851394	4.571428571
mp-558753	6.380211242	16.75
mp-744205	5.431363764	12.5
mp-556516	6.833147112	59.33333333
mp-667	7.064457989	59.33333333
mp-685318	6.184691431	36.04878049
mp-760311	5.127104798	12.57142857
mp-23045	6.285557309	11.5
mp-685353	6.23299611	35.6097561
mp-777584	5.181843588	11.85714286
mp-768907	5.937016107	21.4
mp-39823	2.522444234	9.833333333
mp-530449	4.44870632	14.61538462
mp-17056	5.62324929	11.42857143
mp-14322	6	32.25
mp-542832	6.421603927	32.75
mp-31408	5.985875357	8.08
mp-756270	5.717670503	17.36
mp-27453	5.565847819	8.571428571
mp-770969	6.285557309	13.08571429
mp-754060	5.915399835	10.85714286
mp-774182	5.303196057	9.071428571
mp-773066	6.536558443	20.33333333
mp-677164	6.033423755	34.27272727
mp-23888	6.309630167	6.434782609
mp-774423	6.472756449	11.17647059
mp-774586	6.485721426	13.41176471
mp-764734	6.411619706	13.38888889
mp-757826	6.29666519	13.09090909
mp-766196	6.539076099	18.85714286
mp-774426	5.526339277	12.61764706
mp-699558	4.656098202	16.83783784
mp-777890	4.997823081	13.22222222
mp-11016	7.008600172	14
mp-556719	6.328379603	11.6
mp-769380	6.752816431	12.77777778
mp-704220	5.73239376	12.16666667
mp-772416	6.914871818	11.22222222
mp-780178	6.29666519	9.595238095
mp-775198	6.641474111	12.41176471
mp-608014	6.235528447	24.76923077
mp-556703	5.850033258	19.42857143
mp-559608	4.807535028	12.53571429
mp-27228	6.539076099	38
mp-861906	5.980457892	13.14285714
mp-849796	5.457881897	7.56097561
mp-555488	5.531478917	10
mp-17447	5.530199698	16.53658537
mp-21282	6.222716471	10.33333333
mp-555678	6.718501689	11.9047619
mp-21231	6.463892989	13.6
mp-684028	6.396199347	13.28571429
mp-556173	5.599883072	11.05882353
mp-672264	6.136720567	10.52631579
mp-768268	6.11058971	9.6
mp-891955	5.176091259	13.12195122
mp-759099	5.850646235	11
mp-634187	5.916453949	10.27586207
mp-762289	4.963315511	13.38461538
mp-8387	6.900913068	45.07692308
mp-23091	6.807535028	29.4
mp-30943	7.053078443	25.8
mp-557619	6.394451681	56.17142857
mp-9330	6.488550717	22.2
mp-14628	5.769377326	20.8
mp-21836	5.311753861	38.54545455
mp-14871	6.257678575	9.555555556
mp-554699	6.357934847	27.6
mp-754246	7.515873844	19.2
mp-555477	5.752816431	16.5
mp-866481	7.617000341	45
mp-672348	6.33243846	20.66666667
mp-626729	5.71432976	8.285714286
mp-866826	6.328379603	23.6
mp-35906	6.120573931	28.2
mp-4190	5.990338855	18.8
mp-4482	5.53529412	17.2
mp-554818	6.737987326	21.09090909
mp-23054	5.460897843	23.6
mp-555314	5.812913357	15.94285714
mp-22604	6.357934847	17
mp-3118	5.787460475	13.6
mp-755382	6.758911892	31.6
mp-557109	6.152288344	15.04761905
mp-16947	5.711807229	11.42857143
mp-559389	6.45331834	10
mp-752422	6.705007959	26
mp-13840	5.907948522	27
mp-3273	5.792391689	10
mp-14591	6.88592634	21.5
mp-4527	6.190331698	8.133333333
mp-28959	4.840733235	12.28571429
mp-29012	6.482873584	61.33333333
mp-37216	6.336459734	23
mp-756970	5.654176542	13.17647059
mp-13610	6.301029996	20.75
mp-541451	5.648360011	12.11764706
mp-755003	6.276461804	32.8
mp-772801	6.416640507	35.6
mp-30058	6.684845362	31.2
mp-18634	5.755112266	17.6
mp-22538	6.356025857	10.26666667
mp-772255	6.021189299	13.6
mp-29934	5.033423755	19.27272727
mp-9056	6.752048448	17.5
mp-754989	6.720159303	36.5
mp-752922	6.691965103	9.6
mp-4782	5.750508395	15.5
mp-23281	6.431363764	52.5
mp-22849	6.155336037	60.5
mp-755804	6.06069784	30.21052632
mp-19734	5.72427587	18.5
mp-744751	5.684845362	6.282608696
mp-9636	5.439332694	20
mp-4266	6.068185862	13.25
mp-9819	5.859138297	15.5
mp-6814	6.418301291	17
mp-9820	5.511883361	17.75
mp-6026	5.416640507	8.545454545
mp-3980	5.663700925	13.5
mp-23559	5.90579588	21.53846154
mp-7	6.579783597	16
mp-570530	4.942999593	14.38461538
mp-764846	4.187520721	9.571428571
mp-28483	6.269512944	40.57142857
mp-9144	5.523746467	11.25
mp-19388	6.190331698	18.61538462
mp-8256	6.544068044	20.25
mp-27127	6.436162647	21.53846154
mp-781505	6.342422681	18.2
mp-27421	5.810904281	21.75
mp-27420	5.136720567	18.5
mp-696189	5.178976947	9.272727273
mp-667345	5.879669206	26.6
mp-14142	7.012837225	15.2
mp-18043	5.854306042	14.4375
mp-754266	7.36361198	9.466666667
mp-40886	6.294466226	10.35294118
mp-753164	6.7930916	23.2
mp-623087	5.745855195	49.05882353
mp-626193	6.404833717	6.857142857
mp-11659	6.666517981	13.6
mp-776767	4.704150517	9.285714286
mp-560365	6.514547753	21.33333333
mp-561492	5.618048097	20.36363636
mp-29699	6.645422269	19.3
mp-585408	5.741939078	12.5
mp-3771	6.643452676	11.6
mp-30002	6.187520721	19.38461538
mp-558428	5.965201701	20.04878049
mp-554025	6.075546961	10.66666667
mp-8547	6.222716471	22.25
mp-27221	6.5774918	26.88
mp-8255	6.267171728	19
mp-752434	5.875639937	27.9
mp-23165	5.770115295	45.75
mp-705900	5.584331224	26.97297297
mp-7921	6.602059991	14
mp-675104	6.283301229	17.4
mp-557158	6.334453751	15
mp-769397	6.235528447	10.4
mp-770839	5.790285164	8.7
mp-560023	5.797959644	16.5
mp-24279	5.797959644	6.625
mp-557385	5.431363764	11.2173913
mp-17562	6.31386722	13.875
mp-567504	6.517195898	18.75
mp-752989	6.041392685	13.33333333
mp-554218	6.086359831	12.91428571
mp-556440	6.380211242	13.2
mp-16831	6.033423755	11.14285714
mp-647822	6.551449998	17.6
mp-18909	5.309630167	15.84615385
mp-541299	6.691081492	14
mp-760781	5.536558443	12.71428571
mp-764257	4.928395852	19.44186047
mp-24037	4.442479769	5.052631579
mp-20402	6.591064607	32.31578947
mp-649080	5.575187845	17.6
mp-27698	6.57054294	22.21052632
mp-698654	5.068185862	10.72222222
mp-17499	5.264817823	12.15789474
mp-10341	5.718501689	18.88888889
mp-756238	6.283301229	46
mp-752695	6.713490543	44
mp-567196	6.951823035	30
mp-6788	5.932980822	21.2173913
mp-23885	5.946943271	6.285714286
mp-3775	4.514547753	10
mp-669367	6.075546961	10.66666667
mp-558298	5.649334859	24.60869565
mp-17944	4.86332286	10.88888889
mp-636461	5.797959644	23.82608696
mp-769039	5.786751422	25.77777778
mp-557773	5.769377326	15.77777778
mp-556458	6.382017043	13.6
mp-3404	6.451786436	15.4
mp-29787	6.309630167	31.75
mp-556024	5.326335861	10.88888889
mp-29796	5.227886705	19.375
mp-29844	5.178976947	19.25
mp-570857	5.252853031	17.625
mp-17947	6.245512668	26.25
mp-21266	6.643452676	17.75
mp-560316	6.267171728	30.4
mp-4236	5.860338007	25.5
mp-6486	6.426511261	12.25
mp-4122	5.477121255	13
mp-9784	6.369215857	16.75
mp-5331	5.803457116	10
mp-12403	4.950364854	7.333333333
mp-530331	6.371067862	38.11764706
mp-616521	5.860936621	13.33333333
mp-780448	5.954242509	26.54545455
mp-772137	5.983175072	26.72727273
mp-3288	6.380211242	19.5
mp-28205	5.816903839	16.44444444
mp-679927	5.252853031	10.86956522
mp-561251	5.176091259	11.65217391
mp-572149	5.522444234	12.08695652
mp-680248	4.117271296	16.32432432
mp-6267	7.158362492	14.5
mp-28757	5.307496038	32.4375
mp-555818	7.017033339	27.25
mp-6930	5.974050903	10
mp-558022	6.432969291	12.25
mp-3955	5.794488047	10
mp-686076	5.931966115	46.35294118
mp-755367	6.305351369	22.6
mp-675022	7.31386722	37.6
mp-676561	6.130333768	42
mp-14506	6.36361198	35.94117647
mp-662810	5.830588669	12.63636364
mp-7323	6.120573931	10.22222222
mp-706629	4.920123326	5.285714286
mp-561187	5.984977126	13.45
mp-559092	6.564666064	12
mp-866658	6.096910013	7.161290323
mp-6524	5.324282455	8.8
mp-13516	5.494154594	11.2
mp-7337	5.922725458	10.75
mp-752446	5.710963119	13.6
mp-556530	6.63748973	11.8
mp-695398	5.359835482	4.727272727
mp-686583	6.475671188	12.66666667
mp-10348	7.008600172	11.8
mp-570485	7.11058971	16.5
mp-677241	7.079181246	42
mp-36209	7.257678575	41.5
mp-568656	6.603144373	10
mp-677467	6.413299764	21.22580645
mp-675902	7.198657087	34
mp-33723	6.471291711	56.66666667
mp-571567	6.799340549	51.33333333
mp-682548	6.392696953	24.12903226
mp-669326	6.748188027	51.33333333
mp-647489	6.72427587	51.33333333
mp-680111	6.717670503	51.33333333
mp-570136	6.004321374	41
mp-571592	6.749736316	51.33333333
mp-570472	6.713490543	51.33333333
mp-571197	6.742725131	51.33333333
mp-571225	6.740362689	51.33333333
mp-22965	6.563481085	62.66666667
mp-571519	6.73479983	51.33333333
mp-571091	6.717670503	51.33333333
mp-570671	6.7084209	51.33333333
mp-567199	6.093421685	62.66666667
mp-571654	6.727541257	51.33333333
mp-570410	6.722633923	51.33333333
mp-571535	6.705863712	51.33333333
mp-624399	6.693726949	51.33333333
mp-571607	6.713490543	51.33333333
mp-571559	6.705007959	51.33333333
mp-571568	6.701567985	51.33333333
mp-624417	6.686636269	51.33333333
mp-570695	6.683947131	51.33333333
mp-625557	6.365487985	13.2
mp-557308	6.025305865	23
mp-556161	6.127104798	23
mp-557009	6.041392685	23
mp-554889	6.064457989	23
mp-532294	6.276461804	45.71428571
mp-555779	6.096910013	23
mp-556950	6.089905111	23
mp-554115	5.975431809	23
mp-553880	5.982271233	23
mp-19433	6.593286067	16.46153846
mp-19431	6.617000341	17.84615385
mp-560944	5.209515015	17.5862069
mp-9410	7.068185862	6.571428571
mp-9480	6.167317335	11.14285714
mp-570021	6.788875116	38.51282051
mp-16804	5.655138435	10
mp-863062	6.556302501	18.85714286
mp-569806	6.824125834	29.64102564
mp-6800	5.968015714	10
mp-765136	4.669316881	11.9047619
mp-581922	5.652246341	32.18181818
mp-680059	5.881384657	26.82352941
mp-938	7.426511261	42
mp-9813	7.120573931	35.33333333
mp-4182	6.589949601	25.75
mp-1434	7.130333768	24.66666667
mp-757100	6.57634135	15.5
mp-9519	6.762678564	20
mp-22981	6.484299839	31.6
mp-555763	6.238046103	23
mp-531175	5.222716471	20.28571429
mp-753022	4.795880017	16.42857143
mp-675124	6.136720567	28.76923077
mp-6296	6.352182518	34.53846154
mp-7684	6.643452676	54
mp-757911	5.840733235	10
mp-760795	5.770852012	10.66666667
mp-38011	6.281033367	12
mp-770959	5.858537198	26.66666667
mp-766328	5.874481818	24.09756098
mp-760755	5.423245874	10.27586207
mp-625051	6.1430148	6.666666667
mp-558273	6.033423755	12.66666667
mp-33302	5.780317312	10
mp-23612	5.29666519	10.1
mp-552552	5.650307523	9.111111111
mp-42458	5.997386384	8.37037037
mp-7375	6.683947131	16.8
mp-4559	6.485721426	17.2
mp-530852	5.922206277	10
mp-22958	6.546542663	15.6
mp-554051	6.11058971	3.111111111
mp-23664	6.669316881	8.307692308
mp-23771	6.641474111	10.07692308
mp-23837	6.624282096	9.923076923
mp-550474	6.190331698	5.555555556
mp-28240	6.372912003	10
mp-30925	6.666517981	12.6
mp-642729	6.840106094	9.692307692
mp-559593	5.966610987	10.54545455
mp-28781	5.92788341	16.52631579
mp-753677	6.84260924	20
mp-754009	6.413299764	25.6
mp-3666	6.599883072	20
mp-3731	6.747411808	13.6
mp-754323	6.315970345	35.2
mp-768221	6.521138084	29.2
mp-39140	3.758911892	9.583333333
mp-768310	6.664641976	32.8
mp-695056	5.301029996	11.0625
mp-18495	5.551449998	7.923076923
mp-542464	5.324282455	11.56521739
mp-28680	5.120573931	31.66666667
mp-768827	5.846955325	51
mp-555472	6.26245109	12.47619048
mp-23683	6.848804701	4
mp-31476	5.650307523	17
mp-552185	6.290034611	15.6
mp-28198	5.515873844	49.66666667
mp-555661	5.075546961	12.4
mp-570738	6.017033339	45.66666667
mp-543040	6.06069784	13.91304348
mp-768348	5.80685803	13.0625
mp-770754	5.910090546	13.375
mp-768166	5.893761762	13.3125
mp-650841	6.367355921	33.66666667
mp-6610	5.281033367	11.5
mp-39770	6.713490543	10.54545455
mp-772838	5.938519725	24.3125
mp-743582	6.096910013	11.77777778
mp-735483	5.079181246	7.625
mp-31220	7.178976947	36.6
mp-30284	6.437750563	27.4
mp-757074	6.413299764	46
mp-9126	5.849419414	20.88888889
mp-20727	6.725094521	25.77777778
mp-754196	6.785329835	52
mp-9127	5.925827575	22.88888889
mp-754118	5.80140371	16.88888889
mp-753345	6.907948522	50
mp-556963	5.823474229	10
mp-568932	6.553883027	16.66666667
mp-568373	6.45484486	14.53333333
mp-569321	6.627365857	11.46666667
mp-570847	6.456366033	6.75
mp-567650	6.456366033	10.26666667
mp-4002	6.36361198	11.11111111
mp-569715	6.033423755	34.6
mp-20902	6.382017043	33
mp-7008	6.383815366	31.2
mp-22661	6.419955748	22.2
mp-687090	6.093421685	20
mp-556464	6.419955748	10
mp-10103	5.409933123	15.55555556
mp-559145	4.786751422	10
mp-582994	6.033423755	15.33333333
mp-28815	7.255272505	57.25
mp-12829	5.328379603	12
mp-13384	6.572871602	34.9
mp-557787	6.788875116	31.2
mp-684640	5.78604121	23.25
mp-570921	6.679427897	26.07692308
mp-568606	6.720985744	33.34615385
mp-29417	6.31386722	26.4
mp-29803	7.338456494	7.5
mp-8276	7.230448921	25.6
mp-8279	6.85308953	36.4
mp-10996	7.324282455	39.2
mp-9569	7.227886705	22
mp-9565	7.315970345	29.2
mp-9567	7.187520721	36.4
mp-4823	6.777426822	16
mp-10919	7.1430148	32.8
mp-9272	7.086359831	47.5
mp-1170	7.120573931	27.33333333
mp-643370	6.907948522	14.44444444
mp-23205	6.655138435	39.33333333
mp-7786	6.901458321	29
mp-9006	6.499687083	31.6
mp-10918	6.940516485	26.4
mp-541487	7.292256071	56.5
mp-753946	6.850646235	15.5
mp-27922	6.531478917	46
mp-12908	7.372912003	34
mp-8301	6.489958479	30.4
mp-13975	6.974971994	37.2
mp-567359	6.733197265	51.33333333
mp-753920	6.858537198	37.6
mp-777394	5.810904281	24.4
mp-13065	6.824125834	31.6
mp-567483	6.716837723	51.33333333
mp-22893	6.418301291	62.66666667
mp-12673	6.771587481	34.8
mp-27487	7.093421685	22
mp-8579	6.361727836	36.4
mp-567402	6.697229343	51.33333333
mp-643264	6.184691431	9.5
mp-13974	6.951823035	36.8
mp-769284	6.88422877	36.4
mp-10550	6.220108088	15.2
mp-777843	5.995196292	17.2
mp-755340	6.931457871	36
mp-570081	6.029383778	41
mp-4764	6.882524538	33.6
mp-12670	6.798650645	33.2
mp-29415	5.068185862	30
mp-5598	6.743509765	31.2
mp-625487	6.439332694	9.6
mp-768908	6.894316063	40.4
mp-27629	6.916453949	30
mp-7853	6.775974331	27.83333333
mp-11107	6.230448921	40.4
mp-617	6.629409599	31.33333333
mp-697921	6.079181246	6.363636364
mp-30243	6.149219113	7.777777778
mp-13066	6.609594409	32
mp-13067	6.605305046	32.4
mp-30247	5.984527313	6
mp-29644	6.788168371	60.66666667
mp-2763	6.63447727	28.8
mp-13061	6.820201459	20.4
mp-30241	6.133538908	8.461538462
mp-13948	5.120573931	26.22222222
mp-17939	4.784617293	10
mp-4511	6.786751422	29.2
mp-9497	6.498310554	22
mp-23709	6.598790507	4.181818182
mp-7233	6.882524538	32.8
mp-769280	6.584331224	21.33333333
mp-7949	5.278753601	17.77777778
mp-6574	6.278753601	24.57142857
mp-13038	6.283301229	24
mp-20374	6.278753601	24.28571429
mp-1968	6.743509765	27.6
mp-546864	6.311753861	16.28571429
mp-18837	6.469822016	15.66666667
mp-560620	5.970346876	15.83333333
mp-553303	6.828015064	26.33333333
mp-541368	7.201397124	32.76923077
mp-567699	6.033423755	10.21052632
mp-27377	6.527629901	17.71428571
mp-556637	6.456366033	20.89655172
mp-569303	6.245512668	7.578947368
mp-3821	6.274157849	18.88888889
mp-7979	6.356025857	15.33333333
mp-13973	7	35.6
mp-554949	6.281033367	27.47826087
mp-4805	6.887054378	32
mp-12047	6.206825876	15.71428571
mp-19230	6.436162647	12.85714286
mp-10402	7.127104798	26.44444444
mp-9912	7.075546961	18.8
mp-865466	6.103803721	5.764705882
mp-20470	7.079181246	30.4
mp-556407	6.900913068	30.53333333
mp-769394	5.604226053	29.46666667
mp-680061	5.440909082	19.46666667
mp-560209	5.045322979	8.530612245
mp-17808	6.382017043	18.26666667
mp-680158	6.012837225	15.2
mp-761057	6.1430148	19.75
mp-769582	5.958085849	25.08333333
mp-17481	6.33243846	17.73333333
mp-17841	6.399673721	13.46666667
mp-555252	5.87909588	17.6
mp-568136	6.655138435	33
mp-254	6.544068044	21.75
mp-585305	6.257678575	12.81632653
mp-558370	6.925827575	14
mp-560058	5.178976947	9.632653061
mp-541312	6.932473765	43.09090909
mp-9273	7.260071388	49.5
mp-27484	6.767155866	56.66666667
mp-569517	7.245512668	6
mp-22473	6.864511081	32
mp-22566	7.136720567	40.5
mp-9274	7.130333768	56.25
mp-624	6.790988475	9
mp-13206	6.921166051	28
mp-9518	7.176091259	28.25
mp-14205	6.73479983	26.25
mp-759883	6.672097858	33.33333333
mp-754933	7.198657087	39.75
mp-570097	7.064457989	11.42857143
mp-569507	7.546542663	53.5
mp-15793	7.033423755	34
mp-15796	7.037426498	34.5
mp-9263	7.201397124	47.75
mp-15794	7.037426498	27.5
mp-7439	6.717670503	21.75
mp-15789	6.919078092	25.25
mp-15791	6.930949031	25.75
mp-9036	7.195899652	46.25
mp-14797	6.599883072	49.16666667
mp-16763	7.195899652	40.5
mp-5273	7.130333768	45.5
mp-561751	6.884795364	38.75
mp-755183	7.149219113	40.75
mp-15788	6.931457871	18.5
mp-20289	6.850033258	23
mp-754555	7.1430148	41
mp-11742	7.123851641	54.75
mp-5808	7.149219113	50.25
mp-7113	6.776701184	33.75
mp-10784	7.075546961	43.25
mp-9085	6.884795364	38
mp-9086	6.882524538	38.25
mp-22750	6.677606953	26.15384615
mp-10783	7.075546961	43
mp-28554	6.638489257	31.5
mp-7480	6.613841822	31
mp-754823	7.113943352	41.25
mp-549728	7.243038049	29.75
mp-9076	6.941511433	28
mp-3613	6.926856709	27.75
mp-9367	6.989004616	34.25
mp-10780	7.029383778	41.75
mp-160	7.611723308	5
mp-23033	5.820201459	25
mp-4326	7.012837225	29.75
mp-569178	7.540329475	54
mp-9081	6.858537198	36.75
mp-7046	6.985875357	33.75
mp-9365	6.962369336	33.5
mp-10778	7.004321374	41
mp-30091	6.888179494	5.818181818
mp-10226	6.892651034	20.5
mp-15783	6.975431809	28.25
mp-29450	6	36.8
mp-6978	6.591064607	30
mp-15782	6.941511433	27.5
mp-23758	6.28780173	4
mp-550820	7.281033367	28.75
mp-676250	6.710117365	65.14285714
mp-12509	7.290034611	23
mp-14437	6.574031268	23
mp-754883	6.517195898	25.5
mp-7017	7.389166084	16.5
mp-3664	7.457881897	43.25
mp-7974	6.532754379	28.75
mp-4636	6.663700925	16.5
mp-8145	6.621176282	18.5
mp-4886	6.600972896	26.25
mp-13695	6.602059991	26.75
mp-467	6.968949681	42.57142857
mp-7176	6.857332496	40.5
mp-7972	6.505149978	27.5
mp-569595	6.243038049	62.66666667
mp-690794	5.85672889	21
mp-27948	7.017033339	58
mp-4519	6.462397998	23.5
mp-540789	6.269512944	62.66666667
mp-23056	5.346352974	29.5
mp-569677	5.365487985	34
mp-20072	6.45331834	25.5
mp-29585	5.928395852	27.14285714
mp-754537	6.691965103	22.5
mp-4123	7.442479769	45.25
mp-541912	6.877946952	27.33333333
mp-777047	6.679427897	22
mp-28302	5.897077003	22
mp-8188	6.767155866	14
mp-5175	5.981365509	19
mp-29484	5.898176483	31.71428571
mp-13313	7.662757832	42.5
mp-541911	6.832508913	32
mp-8176	6.100370545	33.5
mp-8753	5.881954971	26.57142857
mp-568722	6.025305865	39.33333333
mp-552934	5.954724791	32
mp-755413	5.606381365	10
mp-753774	6.334453751	26
mp-8002	6.390935107	12.5
mp-7748	6.089905111	10
mp-755311	6.212187604	24.5
mp-12958	6.290034611	18.8
mp-24241	6.181843588	8.428571429
mp-7988	5.761175813	39.33333333
mp-9488	6.658964843	26.33333333
mp-22881	6.164352856	27.33333333
mp-510549	5.938519725	5.857142857
mp-542819	6.152288344	9.714285714
mp-29176	5.721810615	10
mp-3487	6.401400541	11.84615385
mp-34460	6.779596491	42
mp-542201	5.998695158	24.15384615
mp-8001	6.383815366	8
mp-22990	6.739572344	35.5
mp-21099	6.440909082	16.61538462
mp-5588	6.086359831	15.5
mp-28688	6.572871602	33.5
mp-754777	6.369215857	21
mp-551456	5.794488047	29
mp-15079	4.951337519	20.6
mp-557227	5.639486489	12.26086957
mp-560597	5.59439255	11.09090909
mp-754960	6.946452265	41
mp-755565	6.733197265	36.66666667
mp-552537	5.436162647	26
mp-761676	6.45484486	14.42857143
mp-12317	6.664641976	14.5
mp-27837	5.863917377	7.5
mp-754031	6.645422269	27.33333333
mp-754038	6.978180517	33.33333333
mp-6494	6.338456494	10.72727273
mp-14638	5.552668216	16.2
mp-568692	5.944975908	40.09090909
mp-772295	6.587710965	31.33333333
mp-31419	6.706717782	22.66666667
mp-24199	6.089905111	5.5
mp-41236	6.693726949	26.31578947
mp-559400	4.810904281	7.333333333
mp-571527	6.10720997	26.4
mp-37995	6.437750563	14.61538462
mp-8946	6.478566496	29.5
mp-27396	6.741939078	20.66666667
mp-769630	5.552668216	11.76923077
mp-569843	6.698100546	31.66666667
mp-7569	6.136720567	13.25
mp-8127	6.558708571	10
mp-8891	6.600972896	12.36363636
mp-676456	6.612783857	20.45
mp-770341	6.28780173	10.0625
mp-27814	5.786751422	15.33333333
mp-8111	6.770852012	24.66666667
mp-19365	6.595496222	21.38461538
mp-655105	5.706717782	16.61538462
mp-19386	6.635483747	17.23076923
mp-19188	6.294466226	21.69230769
mp-12442	6.558708571	19
mp-9059	6.879669206	11.28571429
mp-3960	6.935507266	24
mp-11178	7.130333768	27.5
mp-566257	6.369215857	13.46666667
mp-863971	5.397940009	10.92
mp-7976	6.957128198	29.25
mp-8291	6.693726949	16.5
mp-28772	5.158362492	20
mp-17315	6.717670503	22.11111111
mp-753721	6.638489257	27
mp-17888	5.631443769	15.22222222
mp-27980	6.718501689	25.2
mp-8609	6.686636269	12.15384615
mp-9084	7.436162647	37.75
mp-10781	7.588831726	42.25
mp-7045	7.477121255	33.25
mp-9890	6.489958479	28.8
mp-2826	7.064457989	38
mp-15567	6.572871602	24
mp-14787	6.990782692	37.2
mp-28044	6.534026106	30
mp-642847	5.980003372	5.636363636
mp-864675	6.021189299	44.8
mp-9028	6.818225894	19.5
mp-10461	6.096910013	20.36363636
mp-554853	6.243038049	13.42857143
mp-30005	4.853698212	33.63636364
mp-10392	6.247973266	26.18181818
mp-3466	6.646403726	19.2
mp-16432	6.264817823	15.63636364
mp-669389	6.075546961	23.27272727
mp-756214	6.922725458	15.2
mp-14526	6.155336037	18.0952381
mp-6949	5.607455023	19
mp-28315	5.635483747	36.90909091
mp-555812	6.06069784	23.27272727
mp-755417	5.721810615	20.54545455
mp-556812	6.404833717	10
mp-768978	5.800029359	16.35294118
mp-3889	6.424881637	8
mp-561725	5.499687083	19
mp-7560	6.350248018	20
mp-754759	6.089905111	20.4
mp-754409	6.378397901	19.2
mp-23392	5.874481818	20.54545455
mp-3919	6.103803721	10
mp-540659	6.198657087	14
mp-13042	6.428134794	22.36363636
mp-554023	6.340444115	6.571428571
mp-29331	5.439332694	7.25
mp-8960	6.346352974	24.36363636
mp-758868	5.898176483	6
mp-556027	6.575187845	10
mp-779545	5.984527313	13
mp-674478	6.1430148	17.2
mp-12362	6.283301229	35.09090909
mp-561018	6.344392274	9.529411765
mp-38035	6.267171728	13.6
mp-768500	6.717670503	14.47058824
mp-2920	6.688419822	18.8
mp-755313	6.463892989	13.2
mp-768482	6.348304863	18.23529412
mp-8697	6.662757832	10
mp-680247	6.264817823	13.27272727
mp-542734	6.63748973	22.8
mp-558489	6.117271296	26.66666667
mp-8727	6.986771734	31.81818182
mp-6721	6.666517981	19
mp-10299	6.571708832	15.81818182
mp-559348	6.413299764	15.4
mp-8568	6.519827994	18.72727273
mp-15011	7.225309282	12
mp-541282	6.720159303	16.33333333
mp-18814	6.471291711	11
mp-2068	6.722633923	18
mp-6233	6.626340367	19.72727273
mp-9745	6.672097858	24.63636364
mp-19224	6.657055853	14.81818182
mp-553912	6.689308859	15.88888889
mp-18867	6.50242712	27.71428571
mp-23436	6.06069784	46.54545455
mp-568584	6.307496038	7
mp-8180	6.503790683	6.8
mp-541846	6.602059991	10.15384615
mp-18705	6.522444234	24.72727273
mp-18498	6.491361694	22.36363636
mp-18651	6.51054501	24.81818182
mp-19166	6.195899652	24.36363636
mp-18652	6.506505032	24.90909091
mp-29075	6.214843848	35.6
mp-704125	5.365487985	18.12
mp-542858	5.086359831	10.34482759
mp-849513	6.850033258	13.55555556
mp-34291	5.838849091	16
mp-605088	5.668385917	3.5
mp-18640	6.90579588	10.44444444
mp-604694	7.053078443	7.863636364
mp-555608	6.290034611	10.8
