mpid	log(PF_p*10^9)	mean_Number
mp-18051	6.606381365	22
mp-768243	6.611723308	25
mp-28328	6.51054501	49
mp-772825	6.51851394	22
mp-8347	7.045322979	28.25
mp-23568	5.392696953	12
mp-19522	6.155336037	17.73333333
mp-706653	5.939519253	5.529411765
mp-706285	6.488550717	12.73684211
mp-3529	6.610660163	18
mp-706973	6.537819095	5.6
mp-18961	6.604226053	13.8
mp-622258	6.426511261	16.5
mp-557321	6.28780173	25.71428571
mp-23457	5.423245874	23
mp-764345	6.26245109	11.83333333
mp-775932	6.352182518	52.2
mp-756166	6.592176757	29.6
mp-558257	6.64246452	23.5
mp-771165	6.519827994	24.25
mp-554903	6.627365857	23.33333333
mp-645568	5.85672889	21.08333333
mp-28276	6.103803721	34
mp-557263	5.495544338	4.166666667
mp-866638	6.056904851	3.454545455
mp-768341	6.130333768	39.6
mp-722245	6.482873584	9.636363636
mp-27257	6.301029996	30
mp-743528	5.820857989	5.434782609
mp-763785	6.553883027	12.57142857
mp-607711	6.960946196	16.5
mp-561848	6.6599162	6.8
mp-706518	6.437750563	22.83333333
mp-555559	7.214843848	32.81818182
mp-29988	6.025305865	29
mp-557029	6.190331698	20
mp-541189	5.86923172	23.14285714
mp-781646	6.498310554	24
mp-654335	6.480006943	18.23529412
mp-556223	5.383815366	9.25
mp-557626	6.624282096	23.75
mp-776063	6.833147112	9.666666667
mp-672644	5.967079734	10
mp-772583	6.658011397	20
mp-775199	6.509202522	11.85714286
mp-631350	5.853698212	10.83333333
mp-752453	6.436162647	23.25
mp-605486	6.481442629	20.83333333
mp-720869	6.133538908	4.518518519
mp-780878	5.356025857	10.35714286
mp-542611	6.887054378	19.41176471
mp-766540	6.612783857	10.88888889
mp-763349	6.008600172	9.571428571
mp-22876	6.607455023	53.5
mp-27250	6.029383778	21.66666667
mp-764959	5.53529412	11.33333333
mp-6113	6.767155866	12.25
mp-17621	5.904715545	27
mp-867590	6.152288344	13.25
mp-583499	6.041392685	54.47058824
mp-18997	6.660865478	10.71428571
mp-19046	6.346352974	12.66666667
mp-560884	5.31386722	21.6
mp-583297	6.737987326	28.15384615
mp-570884	6.416640507	52.8
mp-683867	6.336459734	12.8
mp-704731	6.338456494	12.66666667
mp-569094	6.130333768	23.14285714
mp-9475	6.257678575	10
mp-540572	5.719331287	14.5
mp-17789	6.204119983	16.28571429
mp-557084	6.173186268	11.21428571
mp-680298	6.127104798	26.72727273
mp-560434	5.630427875	10.8
mp-541361	6.037426498	18.2
mp-647813	6.08278537	23.71428571
mp-3261	6.436162647	12.9
mp-542697	6.056904851	21.42857143
mp-555071	6.193124598	11.75
mp-766942	6.28780173	9.5
mp-18832	6.44870632	13
mp-558270	5.567026366	13.06666667
mp-581165	4.651278014	15.88571429
mp-770748	6.812913357	29.18181818
mp-650538	5.789580712	19.3
mp-556047	6.519827994	30.3
mp-27402	5.587710965	16.71428571
mp-28135	5.931457871	14.92307692
mp-8216	6.959518377	17.2
mp-5690	6.706717782	21.8
mp-756448	7.008600172	47.71428571
mp-777804	5.92890769	10.83333333
mp-648469	5.887054378	16.94117647
mp-559879	5.803457116	13.42857143
mp-23076	5.610660163	24.14285714
mp-27595	5.696356389	16.81818182
mp-558548	6.274157849	7.565217391
mp-770629	6.201397124	9.625
mp-30103	5.715167358	20.66666667
mp-9607	6.759667845	18.57142857
mp-604978	4.382017043	11.53846154
mp-778473	6.753583059	27.18181818
mp-765147	5.954242509	12.97435897
mp-756224	6.955206538	30.6
mp-756030	6.958563883	31.4
mp-6569	6.093421685	13
mp-720895	4.309630167	8.02
mp-652776	5.957607287	14.69230769
mp-6446	6.103803721	18.95238095
mp-768237	6.612783857	30
mp-629080	5.42975228	9
mp-3187	7.012837225	27.6
mp-776689	6.29666519	10.14285714
mp-669388	7.178976947	40.8
mp-17921	6.025305865	14.6
mp-769049	6.596597096	28.28571429
mp-680486	5.644438589	31.39130435
mp-556551	6.711807229	23.16666667
mp-640765	5.868056362	13.42857143
mp-770473	7.243038049	48.85714286
mp-672341	6.06069784	20.85714286
mp-7773	6.976349979	33.5
mp-2168	7.617000341	42
mp-8411	6.889861721	25.5
mp-12910	7.684845362	24
mp-559676	7.374748346	33
mp-568949	6.934498451	58
mp-7639	6.684845362	16.5
mp-7392	7.068185862	30
mp-557857	6.136720567	15.16666667
mp-755646	6.840106094	13.33333333
mp-571189	7.365487985	39.33333333
mp-571079	6.859738566	49
mp-581696	6.803457116	41.27272727
mp-9856	7.230448921	42
mp-12488	6.912753304	54.5
mp-554238	6.472756449	32.4
mp-7643	6.447158031	34
mp-9317	7.247973266	22.66666667
mp-548469	6.553883027	27.5
mp-9396	7.079181246	38.33333333
mp-27337	6.385606274	17.6
mp-9010	6.849419414	44
mp-9687	6.285557309	33
mp-551243	6.389166084	41.6
mp-12341	6.873320602	50
mp-866850	6.260071388	23.6
mp-570858	6.5289167	32
mp-11116	6.369215857	40.66666667
mp-510065	6.45484486	49.5
mp-865972	6.95568775	37.63636364
mp-7077	6.856124444	38
mp-8446	6.225309282	20.5
mp-11118	6.301029996	44
mp-16118	6.906873535	41.75
mp-552547	6.361727836	38
mp-561518	6.361727836	18.8
mp-755121	6.681241237	28.5
mp-552234	6.383815366	34.4
mp-505713	6.773054693	42.66666667
mp-13676	6.269512944	21.33333333
mp-16116	6.807535028	40.75
mp-20343	6.599883072	26.5
mp-11605	6.875639937	30.25
mp-23017	5.459392488	36.33333333
mp-573710	6.707570176	42
mp-761036	6.240549248	19
mp-7642	6.100370545	29.5
mp-8759	6.269512944	29
mp-9731	6.872738827	50
mp-9881	6.868056362	44
mp-23454	6.460897843	43
mp-16445	6.654176542	43
mp-863358	5.428134794	10.27586207
mp-757376	5.705007959	10.27586207
mp-11603	6.669316881	29
mp-18540	6.602059991	32.54545455
mp-10336	6.936010796	46.66666667
mp-12491	6.462397998	52.66666667
mp-754153	6.390935107	9.6
mp-10835	6.615950052	31.75
mp-9672	7.041392685	19.2
mp-555077	6.727541257	30
mp-8459	6.31386722	16
mp-757745	6.049218023	29.07692308
mp-568604	6.949390007	25.42857143
mp-560870	5.946943271	15.33333333
mp-866827	6.793790385	22.66666667
mp-560441	6.089905111	16.66666667
mp-571390	5.652246341	27.33333333
mp-10337	7.004321374	49.66666667
mp-733653	6.240549248	8.315789474
mp-28534	6.456366033	34.8
mp-755998	6.924795996	19.75
mp-13327	6.948412966	46.6
mp-557074	6.633468456	20
mp-7572	6.274157849	10
mp-6622	6.654176542	20.125
mp-553988	6.193124598	23.33333333
mp-12630	6.271841607	13
mp-13189	6.710117365	31
mp-559123	6.536558443	15.2
mp-755537	6.374748346	23.75
mp-548658	5.964730921	15.2
mp-12286	6.269512944	25.27272727
mp-21283	5.756636108	36
mp-768518	6.086359831	18.8
mp-27998	6.155336037	17.16666667
mp-559871	6.113943352	10
mp-22170	6.004321374	14
mp-699473	5.819543936	3.14893617
mp-5448	6.401400541	25.81818182
mp-754377	5.603144373	14.44444444
mp-6647	6.873901598	40.66666667
mp-4558	6.071882007	8.444444444
mp-766293	5.895974732	11.24137931
mp-761683	5.840106094	10.88888889
mp-3521	5.718501689	8.666666667
mp-755054	6.994756945	13
mp-644285	6.012837225	8
mp-755420	6.387389826	27.71428571
mp-600027	6.278753601	10
mp-9318	7.029383778	31.66666667
mp-759198	6.419955748	13.33333333
mp-558690	6.534026106	8.833333333
mp-27758	6.733999287	27.5
mp-756354	6.318063335	16
mp-18104	6.503790683	14.44444444
mp-683919	6.534026106	6
mp-552131	6.352182518	22
mp-776658	5.935003151	32
mp-549590	6.525044807	17.5
mp-752533	6.459392488	26.28571429
mp-755901	6.793790385	25.72727273
mp-756135	6.80685803	26.54545455
mp-755941	6.790285164	28.63636364
mp-651048	6.598790507	37.47058824
mp-28582	6.414973348	6.5
mp-755461	6.798650645	29.72727273
mp-763331	5.914343157	12.25
mp-556405	6.890421019	17.2
mp-18906	6.632457292	11.83333333
mp-12365	6.596597096	31
mp-14963	6.77815125	24.90909091
mp-554948	6.445604203	16.33333333
mp-569221	6.190331698	10.0625
mp-27976	6.910090546	41.75
mp-29232	6.113943352	26.85714286
mp-760501	6.739572344	15.5
mp-866649	6.514547753	3.090909091
mp-555093	6.656098202	8.75
mp-27975	6.904174368	41.25
mp-561703	6.698100546	27.5
mp-561647	5.820201459	25.75
mp-764786	6.017033339	7.888888889
mp-781897	6.62838893	26.27272727
mp-19438	6.484299839	10
mp-18749	6.802773725	12.66666667
mp-643989	6.365487985	8.4
mp-28121	6.507855872	25.83333333
mp-756750	6.986771734	24.25
mp-4930	6.972202838	11
mp-559208	6.910090546	13.09090909
mp-774430	5.814247596	9.571428571
mp-554376	6.10720997	15.09090909
mp-18779	6.537819095	11.14285714
mp-23906	5.797267541	4.571428571
mp-19044	6.598790507	11.42857143
mp-722910	6.285557309	6
mp-19296	6.146128036	13.18181818
mp-559618	6.127104798	7.428571429
mp-510569	7.017033339	31.66666667
mp-6305	6.029383778	12.54545455
mp-567741	6.442479769	11.6
mp-504957	6.372912003	30
mp-27979	7.250420002	54
mp-13596	6.025305865	14.66666667
mp-560519	5.324282455	18.8
mp-772082	7.184691431	48.85714286
mp-707926	5.096910013	8.02
mp-672360	6.451786436	10.1875
mp-555561	6.311753861	20
mp-755364	7.390935107	34
mp-769118	7.361727836	30.33333333
mp-557719	7.419955748	49
mp-3582	7.136720567	6.8
mp-643253	7.133538908	21.77777778
mp-24662	6.571708832	11.41176471
mp-18447	5.805500858	25.33333333
mp-505431	6.29666519	26
mp-28164	6.658011397	37.42857143
mp-770741	6.10720997	12.76923077
mp-17696	6.608526034	26
mp-17123	6.945960704	34.66666667
mp-559612	6.093421685	10
mp-754798	6.53529412	27.55555556
mp-570823	7.173186268	30
mp-17951	5.100370545	23.52941176
mp-699213	5.798650645	15
mp-27251	6.220108088	29.55555556
mp-769381	5.916980047	20.76923077
mp-779519	6.220108088	30.58823529
mp-559210	6.123851641	16.72727273
mp-559313	6.301029996	10
mp-645124	6.561101384	22.66666667
mp-667377	6.053078443	10
mp-766330	6.383815366	52.28571429
mp-29835	6.540329475	40.66666667
mp-722766	5.749736316	10.66666667
mp-641441	6.850646235	31.33333333
mp-753794	6.584331224	18.92307692
mp-28252	6.357934847	31.33333333
mp-708961	5.90579588	6.111111111
mp-557979	6.656098202	33.3
mp-27132	6.499687083	14
mp-17662	6.718501689	31.42857143
mp-703293	5.318063335	14.60714286
mp-571015	6.928395852	27.8
mp-1714	7.624282096	18
mp-5403	5.371067862	20
mp-560789	6.442479769	19.2
mp-684034	7.10720997	53.1627907
mp-554724	6.274157849	21.11111111
mp-554602	6.663700925	18.18181818
mp-16691	6.511883361	12.52173913
mp-556017	6.459392488	21.69230769
mp-22848	6.495544338	17
mp-690847	6.989004616	10.66666667
mp-558083	6.276461804	13.30434783
mp-19034	6.617000341	11.23076923
mp-570192	5.788168371	48.27272727
mp-568514	6.025305865	18.5
mp-29357	6.636487896	23.04761905
mp-28913	6.563481085	17.9047619
mp-753459	6.511883361	17.09090909
mp-760401	6.396199347	17.09090909
mp-557680	6.867467488	22.4
mp-754478	6.669316881	24
mp-866818	6.663700925	22
mp-29009	6.222716471	22.57142857
mp-752910	5.762678564	18.5
mp-675172	6.630427875	19.66666667
mp-560605	6.356025857	26.71428571
mp-567918	6.662757832	19.69767442
mp-567756	6.6599162	22.57142857
mp-28250	6.592176757	24.42857143
mp-28439	5.978180517	12.4
mp-545598	6.705863712	28.66666667
mp-6987	6.64246452	44
mp-6174	6.11058971	10
mp-851118	6.033423755	11.08333333
mp-760489	6.276461804	4.4
mp-556167	5.932980822	12.16666667
mp-653763	5.950851459	10
mp-753425	6.584331224	10.33333333
mp-7310	7.08278537	22
mp-763317	6.775974331	12.25
mp-28074	6.217483944	22.75
mp-8232	6.593286067	18.75
mp-557870	6.350248018	21
mp-691065	6.198657087	25.38461538
mp-559860	6.390935107	10
mp-634105	6.342422681	18
mp-4030	6.777426822	41.33333333
mp-2079	6.753583059	23.8
mp-8262	6.851258349	16.6
mp-556539	6.198657087	20.86666667
mp-401	7.017033339	18
mp-4530	5.836956737	20.28571429
mp-13995	6.176091259	32
mp-15217	6.404833717	32.25
mp-555070	6.201397124	11.09090909
mp-698063	5.201397124	8.461538462
mp-569491	6.641474111	33.14285714
mp-570875	7.823474229	46
mp-779515	4.846337112	14
mp-625886	6.294466226	15.84615385
mp-2131	6.235528447	11.42857143
mp-9003	6.527629901	30.5
mp-754444	6.547774705	22.28571429
mp-18480	5.962842681	16.16666667
mp-18800	6.485721426	13.42857143
mp-770560	6.733197265	9.62962963
mp-11924	6.62324929	39
mp-9764	6.852479994	37.25
mp-11923	6.503790683	30
mp-771912	6.447158031	8.444444444
mp-77	6.480006943	16
mp-510075	6.428134794	56.85714286
mp-768197	7.1430148	13
mp-755139	7.103803721	16.2
mp-24150	6.826074803	21.14285714
mp-510076	6.117271296	47.85714286
mp-7895	6.330413773	22.5
mp-29025	5.757396029	11.5
mp-24148	6.88536122	20.28571429
mp-643060	5.796574333	13.33333333
mp-697671	6.694605199	11.43589744
mp-697121	5.692846919	12.66666667
mp-18549	5.390935107	16.76923077
mp-1378	6.413299764	4.5
mp-8267	6.925312091	16.4
mp-17208	6.305351369	9.454545455
mp-557028	6.604226053	25.88235294
mp-555056	6.392696953	19.2
mp-556953	6.871572936	20
mp-540584	6.8162413	20
mp-28683	6.356025857	42.6
mp-752798	7.164352856	31.77777778
mp-28253	6.711807229	25.5
mp-6960	6.843232778	30.8
mp-3257	6.737987326	38.28571429
mp-8932	6.942999593	30.8
mp-557832	6.636487896	42.36363636
mp-9676	6.06069784	24.33333333
mp-5122	6.225309282	12.66666667
mp-21511	6.167317335	21.33333333
mp-567386	6.436162647	51.33333333
mp-21510	6.089905111	27.33333333
mp-6984	6.836324116	23.6
mp-8187	5.857935265	16.8
mp-18006	6.033423755	27.33333333
mp-30139	6.033423755	24.66666667
mp-23267	6.025305865	12.66666667
mp-557126	5.73239376	12.09090909
mp-3527	6.723455672	16
mp-2247	6.940516485	17
mp-1602	6.559906625	15.33333333
mp-849779	6.201397124	12.81818182
mp-754352	6.546542663	13
mp-8930	6.848804701	27.2
mp-27303	6.771587481	28
mp-557637	7.204119983	36.33333333
mp-558121	6.799340549	20.4
mp-8713	6.783903579	19
mp-29882	6.045322979	30.4
mp-8719	6.824776462	33.4
mp-8714	6.667452953	26.2
mp-8720	6.742725131	40.6
mp-27133	6.267171728	27
mp-722977	5.59439255	4.545454545
mp-554445	6.562292864	40.30769231
mp-760319	6.374748346	36.92307692
mp-752638	6.283301229	10.33333333
mp-541966	6.217483944	16
mp-673845	6.1430148	16.5
mp-568803	6.896526217	5.6
mp-675857	6.428134794	25.42857143
mp-38951	6.206825876	15.14285714
mp-29955	5.849419414	59.14285714
mp-29956	5.691965103	54
mp-16280	6.136720567	18
mp-34022	6.025305865	15.14285714
mp-12866	6.276461804	22.4
mp-38307	6.292256071	10
mp-673808	5.984077034	10
mp-5391	6.178976947	10
mp-38684	6.23299611	12.28571429
mp-556983	6.350248018	22.4
mp-42255	6.463892989	15.45454545
mp-686765	6.475671188	17.09090909
mp-850277	6.484299839	45
mp-557516	5.599883072	11.8
mp-699284	6.444044796	3.5
mp-769128	6.557507202	26.36363636
mp-755742	6.542825427	26.54545455
mp-676448	6.923761961	17.77777778
mp-764019	6.932980822	11
mp-33631	6.618048097	16.28571429
mp-780098	6.26245109	16
mp-33297	6.396199347	11.14285714
mp-19401	6.387389826	11.83333333
mp-555394	3.651278014	10
mp-756431	6.290034611	14.625
mp-7858	6.989894564	22.66666667
mp-674350	6.369215857	40.38095238
mp-3531	4.959994838	11.45454545
mp-555021	6.285557309	31.6
mp-774335	6.075546961	16.90909091
mp-541113	5.72916479	27
mp-762371	6.367355921	15.2
mp-707104	6.021189299	4.666666667
mp-709066	4.025305865	12.35714286
mp-34292	7.086359831	68.25
mp-556364	5.777426822	14
mp-690542	6.487138375	12.6
mp-695946	5.721810615	6.342857143
mp-698470	5.025305865	3.230769231
mp-552966	5.255272505	20.66666667
mp-559065	6.399673721	19.5
mp-29536	6.394451681	27.7
mp-554710	6.365487985	13.08333333
mp-7908	6.682145076	37.71428571
mp-15777	6.56937391	42.85714286
mp-7910	6.418301291	44.85714286
mp-3038	6.045322979	34.57142857
mp-3772	6.130333768	35.14285714
mp-13949	6.267171728	45.42857143
mp-15776	6.209515015	32.57142857
mp-4809	6.167317335	29.42857143
mp-22304	6.161368002	40.28571429
mp-7906	6.056904851	24.28571429
mp-22607	6.209515015	37.71428571
mp-21374	6.217483944	50.57142857
mp-19765	6.164352856	55.14285714
mp-23151	5.315970345	10
mp-768222	4.897077003	18.72727273
mp-7848	5.959041392	10
mp-8874	6.167317335	7.714285714
mp-770481	6.285557309	24.91428571
mp-866922	6.133538908	22
mp-23412	5.367355921	21.33333333
mp-38442	6.951823035	44.78571429
mp-38162	6.494154594	43.64285714
mp-36592	6.539076099	44.21428571
mp-37478	6.705863712	32.85714286
mp-29391	4.982723388	20
mp-35907	6.754348336	55.85714286
mp-763098	5.222716471	9.571428571
mp-27211	6.23299611	18.88888889
mp-35714	6.851869601	35.28571429
mp-643431	6.663700925	17.81818182
mp-774246	6.322219295	16.91428571
mp-698410	5.624282096	8.142857143
mp-541914	6.33243846	15.78571429
mp-540895	5.950851459	13.8
mp-541863	6.113943352	16.14285714
mp-27854	5.78604121	25
mp-662556	5.839478047	45.57142857
mp-28719	5.748962861	26
mp-866713	5.51054501	30.14285714
mp-568228	6.695481676	12.53333333
mp-676156	6.996949248	35.35714286
mp-755892	5.999565488	26.18181818
mp-557954	5.895974732	8.9
mp-621926	6.017033339	10.88888889
mp-561384	6.338456494	15.2
mp-32711	5.744292983	36
mp-28021	5.451786436	33.6
mp-634446	5.955206538	7.428571429
mp-27437	5.981365509	20.47058824
mp-779456	6.401400541	24.125
mp-15922	6.404833717	30.375
mp-23444	5.383815366	15.66666667
mp-763482	6.127104798	11.14285714
mp-572537	5.588831726	12.66666667
mp-29832	6.768638101	43.65517241
mp-559932	6.064457989	17.66666667
mp-570315	5.049218023	23
mp-23493	6.540329475	21.52941176
mp-676274	7.071882007	61.5
mp-34361	7.071882007	70.25
mp-675989	7.029383778	63.5
mp-6254	6.627365857	26.6
mp-12385	6.57054294	27.2
mp-541771	6.328379603	68.85714286
mp-17718	5.943494516	8.777777778
mp-19420	6.701567985	21
mp-722891	4.771587481	4.608695652
mp-774749	6.041392685	8.944444444
mp-6416	6.765668555	29.26315789
mp-12427	6.788168371	22.8
mp-555322	4.033423755	24.75
mp-573974	6.372912003	45.5862069
mp-18296	6.900913068	28.84210526
mp-560043	5.862131379	18.88888889
mp-555105	6.220108088	29.45714286
mp-18757	6.649334859	24.6
mp-27782	6.348304863	18.88888889
mp-27539	6.5289167	28.625
mp-28586	6.217483944	16.54545455
mp-556377	6.419955748	29.56862745
mp-560146	6.403120521	25.33333333
mp-698210	5.103803721	4.75
mp-698446	5.021189299	5.317073171
mp-18515	6.571708832	17.28571429
mp-570363	6.782472624	8.5
mp-561068	6.837588438	24.66666667
mp-771900	7.158362492	9
mp-23704	6.478566496	4.666666667
mp-505357	5.589949601	45.33333333
mp-556968	4.980911938	16.88888889
mp-643941	5.654176542	8
mp-754109	5.95230801	20.66666667
mp-30962	4.387389826	15.87878788
mp-561254	5.531478917	9.333333333
mp-30228	6.184691431	3.333333333
mp-648053	5.340444115	10
mp-5104	5.693726949	14.33333333
mp-28124	5.193124598	4.285714286
mp-758844	5.527629901	9.333333333
mp-28567	6.51054501	20.33333333
mp-23562	5.50242712	17.33333333
mp-24087	5.648360011	9.6
mp-754964	6.596597096	24
mp-19048	6.434568904	27
mp-27575	4.276461804	15.80645161
mp-849800	4.530199698	8.210526316
mp-18880	6.574031268	20.5
mp-5295	6.679427897	21.66666667
mp-19330	6.53529412	15.66666667
mp-19163	6.471291711	24
mp-12334	5.930949031	15.2
mp-9297	6.474216264	35.14285714
mp-19469	5.877371346	16
mp-18944	5.876217841	19.92307692
mp-769266	5.978636948	20.76923077
mp-772090	6.130333768	11.21212121
mp-650814	4.359835482	14.61904762
mp-27727	5.385606274	12
mp-567431	7.285557309	31.6
mp-570229	7.397940009	46
mp-13591	6.004321374	9.4
mp-680356	5.530199698	9.083333333
mp-13897	3.117271296	19.27272727
mp-866943	6.068185862	22
mp-770703	6.173186268	19.55555556
mp-531006	5.730782276	8.869565217
mp-42599	6.920645001	15.45454545
mp-757031	6.523746467	11.14285714
mp-662553	6.770115295	28.22222222
mp-7457	6.748188027	22.66666667
mp-561066	6.44870632	48.5
mp-8346	5.505149978	23.81818182
mp-769210	5.361727836	31.81818182
mp-7812	6	16
mp-13643	5.426511261	23.27272727
mp-772840	5.890979597	22.18181818
mp-3427	6.113943352	8
mp-696735	5.068185862	3.333333333
mp-707105	5.309630167	5.8
mp-771260	5.88536122	25.27272727
