mpid,log(PF_n*10^7),maximum NdUnfilled
mp-743614,6.567026366,5
mp-27782,6.567026366,0
mp-29688,6.567026366,0
mp-555064,6.565847819,0
mp-560559,6.565847819,0
mp-559575,6.564666064,0
mp-29960,6.564666064,0
mp-557321,6.564666064,0
mp-755491,6.563481085,8
mp-624200,6.563481085,5
mp-626562,6.562292864,0
mp-505141,6.562292864,0
mp-722351,6.562292864,0
mp-652494,6.562292864,5
mp-18786,6.562292864,3
mp-722988,6.561101384,0
mp-5282,6.561101384,0
mp-556171,6.561101384,0
mp-19393,6.561101384,5
mp-504910,6.559906625,0
mp-7305,6.558708571,8
mp-761686,6.558708571,0
mp-560585,6.557507202,3
mp-504902,6.557507202,0
mp-647226,6.557507202,7
mp-541914,6.557507202,5
mp-560835,6.557507202,0
mp-559554,6.556302501,0
mp-567604,6.556302501,0
mp-770808,6.556302501,0
mp-556173,6.556302501,0
mp-7979,6.556302501,0
mp-568508,6.556302501,5
mp-12103,6.556302501,0
mp-760863,6.555094449,8
mp-556478,6.555094449,0
mp-23457,6.555094449,0
mp-756132,6.555094449,0
mp-560265,6.555094449,0
mp-6553,6.553883027,9
mp-558428,6.553883027,9
mp-567650,6.553883027,5
mp-626565,6.552668216,8
mp-559235,6.552668216,0
mp-28211,6.552668216,3
mp-554847,6.552668216,0
mp-778450,6.552668216,9
mp-863382,6.552668216,6
mp-28194,6.551449998,0
mp-557606,6.551449998,0
mp-568060,6.551449998,0
mp-768093,6.551449998,7
mp-16691,6.551449998,8
mp-37947,6.550228353,0
mp-733581,6.550228353,0
mp-764345,6.550228353,5
mp-567537,6.549003262,7
mp-531006,6.549003262,0
mp-733598,6.547774705,1
mp-581217,6.547774705,6
mp-775932,6.547774705,9
mp-568584,6.547774705,0
mp-570796,6.546542663,0
mp-12266,6.546542663,0
mp-616196,6.545307116,4
mp-19453,6.545307116,5
mp-31020,6.545307116,0
mp-773513,6.545307116,6
mp-759263,6.545307116,0
mp-756166,6.545307116,9
mp-28572,6.545307116,9
mp-30137,6.544068044,9
mp-558257,6.544068044,0
mp-559208,6.544068044,8
mp-28577,6.544068044,0
mp-865120,6.544068044,9
mp-28845,6.542825427,4
mp-744639,6.542825427,5
mp-722865,6.542825427,0
mp-676712,6.542825427,5
mp-771165,6.542825427,8
mp-673101,6.542825427,0
mp-560863,6.541579244,8
mp-554942,6.541579244,0
mp-703380,6.541579244,0
mp-554903,6.541579244,0
mp-645568,6.541579244,5
mp-554517,6.540329475,5
mp-675597,6.540329475,0
mp-774430,6.540329475,5
mp-673807,6.540329475,0
mp-29491,6.539076099,0
mp-767722,6.537819095,7
mp-766881,6.537819095,0
mp-17008,6.537819095,0
mp-540686,6.537819095,0
mp-554025,6.536558443,0
mp-17953,6.53529412,6
mp-654202,6.534026106,4
mp-608354,6.534026106,4
mp-574571,6.534026106,9
mp-28276,6.534026106,0
mp-8180,6.534026106,0
mp-672976,6.532754379,0
mp-8547,6.532754379,1
mp-626819,6.531478917,5
mp-19407,6.531478917,6
mp-28005,6.531478917,0
mp-771750,6.531478917,0
mp-778115,6.531478917,0
mp-667320,6.531478917,0
mp-561052,6.530199698,8
mp-624691,6.530199698,7
mp-540895,6.530199698,3
mp-770715,6.5289167,6
mp-541053,6.5289167,0
mp-754304,6.5289167,9
mp-669496,6.5289167,1
mp-557263,6.5289167,0
mp-760205,6.527629901,0
mp-623837,6.527629901,0
mp-778814,6.527629901,6
mp-866638,6.527629901,9
mp-768341,6.527629901,9
mp-774423,6.527629901,7
mp-759596,6.526339277,0
mp-555952,6.526339277,3
mp-541863,6.526339277,0
mp-626259,6.525044807,0
mp-20763,6.525044807,9
mp-541846,6.525044807,0
mp-707160,6.523746467,0
mp-679989,6.523746467,5
mp-722245,6.523746467,0
mp-754075,6.522444234,8
mp-753572,6.522444234,0
mp-29514,6.522444234,0
mp-752717,6.521138084,9
mp-19447,6.519827994,7
mp-27257,6.519827994,0
mp-761390,6.519827994,7
mp-6661,6.519827994,8
mp-23339,6.519827994,0
mp-4825,6.519827994,7
mp-28774,6.51851394,0
mp-753800,6.51851394,6
mp-555034,6.51851394,0
mp-28643,6.51851394,0
mp-569193,6.51851394,0
mp-23316,6.51851394,0
mp-29536,6.51851394,0
mp-12265,6.517195898,0
mp-11178,6.517195898,9
mp-13019,6.515873844,9
mp-29264,6.515873844,0
mp-769411,6.515873844,0
mp-557926,6.515873844,0
mp-42599,6.515873844,9
mp-29475,6.515873844,0
mp-554791,6.515873844,3
mp-772682,6.514547753,6
mp-554376,6.514547753,9
mp-770454,6.5132176,9
mp-644418,6.5132176,0
mp-743528,6.5132176,5
mp-8615,6.5132176,6
mp-27221,6.5132176,8
mp-28813,6.511883361,0
mp-768385,6.511883361,9
mp-19220,6.511883361,2
mp-560354,6.511883361,0
mp-16025,6.511883361,9
mp-763785,6.511883361,5
mp-768373,6.51054501,9
mp-558219,6.51054501,0
mp-754162,6.51054501,9
mp-709098,6.51054501,0
mp-770693,6.509202522,5
mp-696490,6.509202522,0
mp-607711,6.509202522,0
mp-561848,6.509202522,0
mp-504886,6.509202522,9
mp-10771,6.507855872,0
mp-562764,6.507855872,0
mp-778347,6.507855872,4
mp-667314,6.506505032,7
mp-557470,6.506505032,0
mp-704306,6.506505032,9
mp-570480,6.506505032,5
mp-763317,6.506505032,7
mp-9262,6.506505032,1
mp-27539,6.505149978,9
mp-866688,6.503790683,0
mp-764861,6.503790683,5
mp-706518,6.503790683,5
mp-770400,6.50242712,2
mp-23684,6.50242712,0
mp-695995,6.50242712,5
mp-684694,6.50242712,0
mp-560839,6.501059262,0
mp-555559,6.501059262,6
mp-616597,6.499687083,5
mp-555457,6.499687083,0
mp-8255,6.499687083,1
mp-690607,6.498310554,2
mp-867268,6.498310554,0
mp-30325,6.498310554,0
mp-626289,6.498310554,0
mp-541765,6.496929648,6
mp-757084,6.496929648,0
mp-755943,6.496929648,0
mp-16911,6.496929648,0
mp-23875,6.496929648,0
mp-752434,6.496929648,9
mp-757560,6.495544338,0
mp-29988,6.495544338,0
mp-851270,6.494154594,7
mp-866078,6.494154594,0
mp-755526,6.494154594,8
mp-556834,6.494154594,3
mp-556017,6.494154594,8
mp-558281,6.494154594,5
mp-23165,6.494154594,1
mp-558475,6.492760389,6
mp-645555,6.491361694,9
mp-698457,6.489958479,0
mp-849802,6.489958479,9
mp-616204,6.489958479,0
mp-12334,6.489958479,0
mp-29991,6.488550717,0
mp-27333,6.488550717,3
mp-29541,6.487138375,0
mp-18779,6.487138375,5
mp-13973,6.487138375,9
mp-560169,6.485721426,0
mp-22848,6.485721426,0
mp-759607,6.484299839,0
mp-757793,6.484299839,6
mp-756272,6.484299839,9
mp-18860,6.484299839,7
mp-696174,6.482873584,0
mp-650841,6.482873584,0
mp-676611,6.481442629,0
mp-772579,6.481442629,9
mp-556467,6.481442629,6
mp-23906,6.481442629,0
mp-769252,6.480006943,7
mp-705900,6.480006943,8
mp-628782,6.480006943,7
mp-29718,6.478566496,6
mp-505400,6.478566496,8
mp-556078,6.478566496,0
mp-557302,6.477121255,0
mp-625856,6.477121255,0
mp-28671,6.477121255,8
mp-754044,6.477121255,8
mp-569461,6.477121255,0
mp-566257,6.477121255,5
mp-18705,6.477121255,2
mp-16402,6.475671188,0
mp-707483,6.475671188,8
mp-568698,6.475671188,5
mp-651301,6.474216264,5
mp-571324,6.474216264,0
mp-733610,6.474216264,0
mp-560673,6.472756449,0
mp-755107,6.472756449,8
mp-554643,6.472756449,0
mp-557029,6.472756449,1
mp-19044,6.472756449,4
mp-767641,6.471291711,7
mp-17160,6.471291711,1
mp-756758,6.471291711,0
mp-555976,6.471291711,8
mp-776795,6.469822016,9
mp-541189,6.469822016,0
mp-781646,6.469822016,8
mp-695946,6.469822016,2
mp-27926,6.46834733,0
mp-686836,6.46686762,8
mp-23626,6.46686762,0
mp-707208,6.46686762,0
mp-27308,6.46686762,0
mp-23444,6.46686762,0
mp-5309,6.46686762,0
mp-755492,6.465382851,0
mp-768936,6.465382851,0
mp-767601,6.463892989,5
mp-28721,6.463892989,1
mp-654335,6.463892989,3
mp-556223,6.463892989,0
mp-672264,6.463892989,6
mp-18498,6.463892989,9
mp-18651,6.463892989,2
mp-504934,6.462397998,9
mp-676802,6.462397998,8
mp-756443,6.462397998,8
mp-772638,6.462397998,6
mp-557626,6.462397998,9
mp-558543,6.460897843,0
mp-561083,6.460897843,0
mp-782647,6.460897843,5
mp-775837,6.460897843,9
mp-722862,6.460897843,0
mp-532626,6.459392488,0
mp-19134,6.459392488,5
mp-8851,6.459392488,0
mp-776063,6.459392488,5
mp-769597,6.459392488,3
mp-571228,6.457881897,0
mp-541148,6.457881897,9
mp-29080,6.457881897,9
mp-26701,6.457881897,0
mp-23755,6.457881897,0
mp-560571,6.457881897,9
mp-568136,6.457881897,7
mp-19166,6.457881897,2
mp-555131,6.456366033,0
mp-29407,6.45484486,0
mp-707071,6.45484486,0
mp-27987,6.45484486,0
mp-561117,6.45484486,0
mp-23225,6.45484486,0
mp-29419,6.45331834,8
mp-29062,6.45331834,8
mp-761041,6.45331834,8
mp-554949,6.45331834,3
mp-555641,6.450249108,6
mp-722910,6.450249108,0
mp-780872,6.44870632,5
mp-774586,6.44870632,6
mp-707276,6.447158031,0
mp-756914,6.447158031,0
mp-18819,6.447158031,2
mp-573051,6.447158031,5
mp-555288,6.447158031,0
mp-19260,6.447158031,6
mp-6760,6.447158031,9
mp-769549,6.445604203,5
mp-28464,6.445604203,5
mp-770910,6.445604203,5
mp-28683,6.445604203,7
mp-18652,6.445604203,2
mp-767518,6.444044796,9
mp-761773,6.444044796,0
mp-738707,6.442479769,0
mp-676339,6.440909082,7
mp-757889,6.440909082,0
mp-559776,6.440909082,9
mp-753842,6.439332694,9
mp-560352,6.439332694,0
mp-573727,6.439332694,0
mp-556417,6.437750563,2
mp-622026,6.436162647,6
mp-567998,6.436162647,0
mp-690847,6.436162647,0
mp-1726,6.436162647,0
mp-556530,6.436162647,9
mp-30925,6.436162647,9
mp-672346,6.436162647,7
mp-19057,6.434568904,2
mp-769390,6.434568904,7
mp-672644,6.434568904,0
mp-772583,6.434568904,6
mp-767604,6.432969291,6
mp-779602,6.432969291,0
mp-770873,6.432969291,6
mp-557352,6.432969291,0
mp-643706,6.432969291,5
mp-14794,6.432969291,3
mp-772781,6.42975228,9
mp-27093,6.428134794,0
mp-28089,6.428134794,0
mp-626977,6.426511261,0
mp-573751,6.426511261,0
mp-30529,6.426511261,0
mp-540808,6.426511261,0
mp-569059,6.426511261,8
mp-672176,6.426511261,9
mp-778554,6.424881637,5
mp-649950,6.424881637,3
mp-768378,6.424881637,9
mp-558335,6.424881637,0
mp-767395,6.423245874,0
mp-756830,6.423245874,0
mp-770286,6.423245874,0
mp-686077,6.423245874,8
mp-554747,6.423245874,9
mp-570539,6.421603927,0
mp-27780,6.421603927,5
mp-757031,6.421603927,8
mp-557570,6.419955748,0
mp-677617,6.419955748,0
mp-775199,6.419955748,7
mp-4604,6.419955748,7
mp-772529,6.418301291,9
mp-768695,6.418301291,8
mp-555407,6.416640507,0
mp-37727,6.416640507,8
mp-653096,6.416640507,0
mp-756431,6.416640507,0
mp-560956,6.416640507,5
mp-675918,6.414973348,5
mp-559498,6.414973348,0
mp-8989,6.414973348,0
mp-540861,6.414973348,0
mp-27798,6.413299764,0
mp-646122,6.413299764,0
mp-631350,6.413299764,5
mp-764734,6.413299764,7
mp-26630,6.411619706,8
mp-571490,6.411619706,0
mp-558121,6.411619706,7
mp-690508,6.409933123,7
mp-571181,6.409933123,0
mp-752453,6.409933123,8
mp-29787,6.409933123,1
mp-765601,6.408239965,7
mp-559441,6.408239965,8
mp-569984,6.408239965,0
mp-560311,6.408239965,4
mp-7074,6.408239965,9
mp-30027,6.408239965,5
mp-20623,6.408239965,0
mp-30063,6.40654018,0
mp-28390,6.40654018,0
mp-558083,6.40654018,8
mp-4805,6.40654018,9
mp-677246,6.404833717,8
mp-556902,6.404833717,6
mp-13868,6.404833717,0
mp-605486,6.404833717,9
mp-559256,6.403120521,9
mp-18987,6.401400541,5
mp-530245,6.401400541,8
mp-720869,6.401400541,0
mp-780878,6.401400541,5
mp-554515,6.401400541,9
mp-561065,6.399673721,8
mp-542611,6.399673721,0
mp-542785,6.397940009,0
mp-561370,6.397940009,0
mp-11875,6.397940009,0
mp-559955,6.396199347,0
mp-772666,6.396199347,5
mp-554702,6.396199347,8
mp-27748,6.396199347,0
mp-627334,6.394451681,0
mp-10517,6.394451681,9
mp-773040,6.394451681,0
mp-27353,6.394451681,0
mp-766540,6.394451681,8
mp-561194,6.394451681,9
mp-762088,6.394451681,4
mp-27315,6.392696953,8
mp-504729,6.392696953,0
mp-689963,6.390935107,5
mp-19422,6.390935107,7
mp-19296,6.390935107,7
mp-29075,6.390935107,0
mp-6051,6.390935107,0
mp-625654,6.389166084,0
mp-7921,6.389166084,0
mp-571575,6.387389826,0
mp-29428,6.387389826,7
mp-866468,6.387389826,5
mp-27697,6.387389826,8
mp-775393,6.387389826,5
mp-555516,6.385606274,0
mp-626293,6.383815366,0
mp-685300,6.383815366,8
mp-754637,6.383815366,0
mp-29416,6.383815366,0
mp-18988,6.382017043,5
mp-757082,6.382017043,0
mp-551135,6.380211242,0
mp-36734,6.380211242,9
mp-558541,6.378397901,0
mp-758140,6.378397901,8
mp-768939,6.378397901,0
mp-765959,6.378397901,0
mp-15750,6.378397901,7
mp-763349,6.378397901,5
mp-558702,6.378397901,5
mp-772850,6.376576957,9
mp-29655,6.376576957,0
mp-27828,6.376576957,8
mp-554716,6.374748346,0
mp-763482,6.374748346,7
mp-757826,6.374748346,0
mp-759244,6.372912003,6
mp-768280,6.372912003,0
mp-540193,6.372912003,5
mp-28271,6.372912003,0
mp-541236,6.372912003,8
mp-561270,6.372912003,0
mp-559228,6.372912003,8
mp-5515,6.372912003,5
mp-723120,6.371067862,0
mp-646182,6.371067862,7
mp-9297,6.371067862,0
mp-756983,6.369215857,0
mp-22876,6.369215857,0
mp-19469,6.369215857,5
mp-18511,6.369215857,0
mp-768207,6.367355921,0
mp-863971,6.367355921,5
mp-761849,6.365487985,8
mp-541352,6.365487985,0
mp-27383,6.365487985,6
mp-555272,6.36361198,8
mp-779314,6.361727836,5
mp-27250,6.361727836,5
mp-764959,6.361727836,7
mp-771912,6.361727836,5
mp-758942,6.359835482,9
mp-3033,6.359835482,7
mp-570053,6.359835482,0
mp-759360,6.359835482,0
mp-19179,6.359835482,7
mp-546810,6.357934847,0
mp-776032,6.357934847,9
mp-24834,6.357934847,0
mp-675539,6.356025857,0
mp-546787,6.356025857,0
mp-662523,6.354108439,0
mp-34857,6.354108439,0
mp-581963,6.354108439,8
mp-768440,6.354108439,7
mp-640389,6.352182518,8
mp-26157,6.352182518,0
mp-510421,6.352182518,5
mp-675104,6.352182518,9
mp-759141,6.350248018,0
mp-698494,6.350248018,0
mp-774708,6.350248018,0
mp-10838,6.348304863,0
mp-777751,6.348304863,6
mp-554265,6.346352974,8
mp-559212,6.346352974,5
mp-655078,6.346352974,0
mp-27485,6.346352974,5
mp-626788,6.344392274,5
mp-574822,6.344392274,0
mp-709030,6.344392274,0
mp-556548,6.344392274,0
mp-613545,6.344392274,2
mp-776479,6.344392274,9
mp-567352,6.344392274,0
mp-19139,6.344392274,5
mp-8713,6.342422681,5
mp-677238,6.342422681,8
mp-677482,6.340444115,9
mp-6610,6.340444115,0
mp-765055,6.338456494,5
mp-29018,6.338456494,8
mp-23668,6.338456494,0
mp-559618,6.338456494,0
mp-21706,6.338456494,9
mp-532803,6.336459734,9
mp-689929,6.336459734,7
mp-31980,6.336459734,5
mp-777477,6.336459734,4
mp-14128,6.336459734,8
mp-556904,6.336459734,0
mp-554034,6.334453751,9
mp-777595,6.334453751,4
mp-763244,6.334453751,4
mp-557158,6.334453751,5
mp-766023,6.33243846,0
mp-690525,6.33243846,5
mp-684119,6.33243846,8
mp-5029,6.33243846,0
mp-542168,6.33243846,3
mp-560591,6.33243846,8
mp-504946,6.330413773,6
mp-759485,6.330413773,0
mp-19034,6.330413773,7
mp-558725,6.330413773,3
mp-762032,6.328379603,8
mp-758224,6.328379603,0
mp-757002,6.328379603,8
mp-650960,6.328379603,8
mp-19440,6.328379603,7
mp-760091,6.328379603,6
mp-761827,6.328379603,0
mp-738663,6.326335861,0
mp-763425,6.326335861,5
mp-555541,6.326335861,0
mp-643378,6.326335861,0
mp-607953,6.324282455,4
mp-6113,6.324282455,8
mp-27854,6.324282455,7
mp-572601,6.324282455,0
mp-780882,6.322219295,5
mp-17621,6.322219295,5
mp-867590,6.322219295,0
mp-27344,6.322219295,0
mp-650510,6.320146286,0
mp-706235,6.320146286,7
mp-39770,6.320146286,8
mp-772838,6.320146286,5
mp-722316,6.318063335,0
mp-770343,6.318063335,7
mp-19472,6.318063335,7
mp-642729,6.318063335,9
mp-29713,6.315970345,6
mp-571061,6.315970345,6
mp-645513,6.315970345,8
mp-27750,6.315970345,0
mp-3967,6.315970345,0
mp-9640,6.315970345,0
mp-704125,6.315970345,8
mp-541221,6.315970345,0
mp-19216,6.315970345,5
mp-626547,6.31386722,8
mp-573109,6.31386722,0
mp-770499,6.31386722,5
mp-768268,6.31386722,3
mp-767162,6.311753861,5
mp-17803,6.311753861,6
mp-774350,6.311753861,5
mp-560331,6.311753861,8
mp-669328,6.309630167,5
mp-774432,6.309630167,2
mp-572465,6.309630167,5
mp-699498,6.309630167,9
mp-706292,6.309630167,7
mp-698206,6.309630167,5
mp-753557,6.307496038,0
mp-23376,6.307496038,0
mp-554808,6.307496038,0
mp-757224,6.307496038,8
mp-530262,6.307496038,5
mp-21160,6.307496038,0
mp-583499,6.307496038,1
mp-662556,6.307496038,5
mp-769397,6.307496038,0
mp-6872,6.307496038,0
mp-770876,6.305351369,2
mp-627291,6.305351369,7
mp-625109,6.305351369,0
mp-30989,6.305351369,0
mp-772400,6.305351369,6
mp-29882,6.305351369,0
mp-556726,6.303196057,5
mp-770558,6.303196057,5
mp-557130,6.303196057,0
mp-18944,6.303196057,9
mp-684640,6.303196057,5
mp-696291,6.301029996,0
mp-766196,6.301029996,0
mp-17599,6.301029996,0
mp-572409,6.298853076,2
mp-696616,6.298853076,5
mp-642974,6.298853076,5
mp-759390,6.298853076,0
mp-744605,6.298853076,3
mp-18997,6.298853076,5
mp-557784,6.29666519,9
mp-562338,6.29666519,9
mp-12047,6.29666519,3
mp-778509,6.29666519,7
mp-760014,6.294466226,0
mp-31040,6.294466226,6
mp-776965,6.294466226,0
mp-29467,6.294466226,0
mp-510458,6.294466226,0
mp-19046,6.294466226,5
mp-254,6.294466226,0
mp-7651,6.292256071,8
mp-558667,6.292256071,0
mp-779434,6.290034611,9
mp-652353,6.290034611,0
mp-771843,6.290034611,5
mp-561329,6.290034611,0
mp-559836,6.28780173,0
mp-690866,6.28780173,5
mp-768878,6.285557309,5
mp-759926,6.285557309,8
mp-554239,6.285557309,0
mp-625631,6.285557309,0
mp-560884,6.285557309,7
mp-28176,6.283301229,0
mp-569561,6.283301229,0
mp-6706,6.283301229,8
mp-695215,6.281033367,9
mp-774721,6.281033367,9
mp-24156,6.281033367,0
mp-583297,6.281033367,6
mp-555232,6.278753601,9
mp-705314,6.278753601,7
mp-15335,6.278753601,9
mp-777893,6.278753601,7
mp-707491,6.278753601,5
mp-573888,6.276461804,9
mp-849365,6.276461804,9
mp-654301,6.276461804,6
mp-8845,6.276461804,0
mp-683981,6.276461804,9
mp-571432,6.276461804,9
mp-8719,6.276461804,5
mp-695815,6.276461804,0
mp-648164,6.274157849,5
mp-774426,6.274157849,6
mp-3288,6.274157849,0
mp-557441,6.271841607,0
mp-768756,6.271841607,0
mp-762279,6.269512944,8
mp-504422,6.269512944,0
mp-696315,6.269512944,0
mp-626829,6.267171728,5
mp-31362,6.267171728,9
mp-690698,6.267171728,0
mp-14716,6.267171728,0
mp-891955,6.267171728,7
mp-13361,6.264817823,0
mp-28179,6.264817823,7
mp-540737,6.264817823,8
mp-18822,6.264817823,5
mp-672372,6.264817823,0
mp-77,6.264817823,0
mp-28205,6.264817823,5
mp-23486,6.264817823,2
mp-775326,6.264817823,8
mp-764957,6.26245109,3
mp-570884,6.26245109,0
mp-752798,6.26245109,9
mp-759099,6.26245109,0
mp-770839,6.26245109,5
mp-542858,6.26245109,3
mp-759651,6.260071388,9
mp-23090,6.260071388,9
mp-768915,6.260071388,0
mp-764224,6.257678575,7
mp-770344,6.257678575,7
mp-31004,6.257678575,0
mp-774193,6.257678575,9
mp-29420,6.257678575,8
mp-674363,6.255272505,9
mp-540438,6.255272505,5
mp-699535,6.255272505,5
mp-760251,6.255272505,0
mp-6394,6.255272505,8
mp-683867,6.255272505,0
mp-4396,6.255272505,0
mp-6467,6.252853031,0
mp-650178,6.252853031,0
mp-19230,6.252853031,5
mp-707958,6.250420002,0
mp-541335,6.250420002,0
mp-554964,6.250420002,0
mp-29200,6.250420002,0
mp-759472,6.250420002,0
mp-704731,6.250420002,5
mp-558708,6.247973266,0
mp-698351,6.247973266,0
mp-698358,6.247973266,2
mp-559568,6.247973266,0
mp-8714,6.247973266,5
mp-676951,6.245512668,6
mp-758379,6.245512668,9
mp-531952,6.245512668,6
mp-29423,6.245512668,4
mp-569094,6.245512668,0
mp-8686,6.245512668,0
mp-32465,6.243038049,7
mp-772526,6.243038049,5
mp-29654,6.243038049,0
mp-679991,6.243038049,6
mp-759763,6.240549248,9
mp-757504,6.238046103,8
mp-689973,6.238046103,4
mp-652663,6.238046103,1
mp-18957,6.238046103,5
mp-662572,6.238046103,7
mp-583072,6.238046103,0
mp-560023,6.238046103,2
mp-24279,6.238046103,0
mp-752783,6.235528447,0
mp-23635,6.23299611,5
mp-28293,6.23299611,0
mp-568203,6.23299611,8
mp-770892,6.23299611,7
mp-19516,6.23299611,6
mp-9475,6.23299611,0
mp-570192,6.23299611,8
mp-776408,6.230448921,9
mp-557863,6.230448921,1
mp-540572,6.230448921,0
mp-645663,6.227886705,5
mp-762012,6.227886705,2
mp-761527,6.227886705,5
mp-756063,6.227886705,6
mp-18964,6.227886705,5
mp-738714,6.227886705,0
mp-675286,6.227886705,9
mp-769266,6.227886705,7
mp-14715,6.227886705,0
mp-619928,6.227886705,8
mp-22950,6.227886705,2
mp-505564,6.225309282,0
mp-676881,6.225309282,8
mp-767415,6.225309282,6
mp-561449,6.225309282,4
mp-721017,6.225309282,0
mp-558964,6.225309282,0
mp-570921,6.225309282,9
mp-849513,6.225309282,4
mp-743588,6.222716471,5
mp-647366,6.222716471,0
mp-645272,6.222716471,7
mp-6708,6.220108088,6
mp-722880,6.220108088,5
mp-19521,6.220108088,5
mp-28178,6.217483944,6
mp-17789,6.217483944,3
mp-7858,6.217483944,9
mp-606393,6.217483944,6
mp-770406,6.214843848,6
mp-625994,6.214843848,0
mp-770906,6.212187604,5
mp-721301,6.212187604,0
mp-19027,6.212187604,3
mp-11887,6.209515015,9
mp-723065,6.209515015,0
mp-644325,6.209515015,4
mp-677636,6.206825876,6
mp-601211,6.206825876,0
mp-557084,6.206825876,0
mp-18594,6.206825876,0
mp-773980,6.204119983,0
mp-744533,6.204119983,7
mp-770349,6.204119983,7
mp-14131,6.204119983,0
mp-18853,6.204119983,7
mp-6245,6.201397124,6
mp-722237,6.201397124,0
mp-772090,6.201397124,8
mp-17912,6.201397124,0
mp-676979,6.198657087,8
mp-647549,6.198657087,0
mp-675128,6.195899652,9
mp-24528,6.195899652,5
mp-556151,6.195899652,0
mp-680298,6.195899652,7
mp-19054,6.195899652,5
mp-560453,6.193124598,1
mp-27556,6.193124598,6
mp-686636,6.193124598,8
mp-560434,6.193124598,0
mp-28074,6.193124598,9
mp-767498,6.193124598,8
mp-696944,6.193124598,9
mp-530379,6.190331698,8
mp-505260,6.190331698,5
mp-773512,6.190331698,6
mp-5073,6.190331698,0
mp-770534,6.187520721,5
mp-706664,6.187520721,0
mp-604337,6.187520721,0
mp-680237,6.187520721,8
mp-721707,6.187520721,0
mp-770570,6.187520721,6
mp-766207,6.184691431,8
mp-738670,6.184691431,0
mp-541361,6.184691431,3
mp-23015,6.184691431,5
mp-757077,6.181843588,0
mp-29144,6.181843588,0
mp-559469,6.181843588,0
mp-540939,6.181843588,8
mp-1806,6.181843588,0
mp-655027,6.181843588,0
mp-29890,6.181843588,8
mp-29408,6.178976947,0
mp-30977,6.178976947,0
mp-30184,6.178976947,0
mp-8720,6.178976947,5
mp-698483,6.178976947,9
mp-744205,6.178976947,5
mp-766597,6.176091259,8
mp-4002,6.176091259,8
mp-764501,6.173186268,4
mp-554762,6.173186268,0
mp-757594,6.173186268,4
mp-675065,6.170261715,8
mp-558178,6.170261715,0
mp-683668,6.170261715,5
mp-647813,6.170261715,5
mp-540921,6.170261715,0
mp-568759,6.167317335,0
mp-557385,6.167317335,3
mp-34291,6.167317335,8
mp-557319,6.167317335,0
mp-23955,6.164352856,0
mp-708999,6.164352856,0
mp-29123,6.164352856,0
mp-559593,6.164352856,0
mp-7976,6.164352856,9
mp-555369,6.161368002,0
mp-744148,6.161368002,5
mp-568773,6.161368002,5
mp-572707,6.161368002,0
mp-570066,6.161368002,8
mp-6704,6.161368002,0
mp-8291,6.161368002,8
mp-626542,6.158362492,0
mp-555435,6.158362492,0
mp-680571,6.158362492,5
mp-554710,6.158362492,0
mp-40143,6.158362492,8
mp-698454,6.155336037,0
mp-742801,6.155336037,7
mp-733848,6.155336037,5
mp-19491,6.155336037,2
mp-28647,6.155336037,0
mp-763199,6.155336037,5
mp-782034,6.152288344,9
mp-706937,6.152288344,0
mp-709069,6.152288344,8
mp-762336,6.152288344,0
mp-32022,6.152288344,5
mp-768665,6.152288344,0
mp-643794,6.152288344,0
mp-3261,6.152288344,0
mp-677391,6.146128036,8
mp-745180,6.146128036,5
mp-781016,6.146128036,4
mp-568590,6.146128036,0
mp-777252,6.146128036,4
mp-8232,6.146128036,8
mp-31302,6.1430148,0
mp-542697,6.1430148,3
mp-554896,6.139879086,0
mp-638206,6.139879086,0
mp-779305,6.139879086,4
mp-555071,6.139879086,0
mp-766942,6.139879086,5
mp-568514,6.139879086,0
mp-30013,6.136720567,0
mp-29878,6.136720567,5
mp-849265,6.136720567,0
mp-559873,6.136720567,0
mp-780879,6.136720567,5
mp-559010,6.136720567,4
mp-761897,6.136720567,0
mp-554886,6.133538908,6
mp-744996,6.133538908,3
mp-555915,6.133538908,0
mp-683652,6.130333768,5
mp-556325,6.130333768,0
mp-766204,6.130333768,0
mp-766396,6.130333768,8
mp-556631,6.130333768,8
mp-20212,6.130333768,0
mp-679927,6.130333768,9
mp-850993,6.130333768,5
mp-775205,6.127104798,5
mp-626354,6.127104798,0
mp-30010,6.127104798,0
mp-556303,6.127104798,0
mp-743541,6.127104798,5
mp-545598,6.127104798,9
mp-683791,6.123851641,5
mp-695449,6.123851641,0
mp-626550,6.123851641,8
mp-795621,6.123851641,5
mp-744577,6.123851641,4
mp-23256,6.123851641,0
mp-776444,6.123851641,8
mp-29761,6.123851641,9
mp-510569,6.123851641,9
mp-677042,6.120573931,8
mp-556112,6.120573931,0
mp-778355,6.117271296,9
mp-760002,6.117271296,0
mp-28349,6.117271296,0
mp-555231,6.117271296,0
mp-770575,6.117271296,5
mp-605088,6.117271296,0
mp-707469,6.113943352,0
mp-555083,6.113943352,0
mp-780402,6.113943352,9
mp-10419,6.113943352,5
mp-554191,6.113943352,9
mp-650814,6.113943352,5
mp-556123,6.11058971,9
mp-560965,6.11058971,5
mp-558254,6.11058971,0
mp-680400,6.11058971,7
mp-773197,6.11058971,5
mp-567966,6.11058971,8
mp-667369,6.11058971,8
mp-557870,6.11058971,9
mp-568606,6.11058971,7
mp-19368,6.10720997,7
mp-772272,6.10720997,5
